City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,high level,58.5169,-117.136,9.06,37,20,3.09,CA,1681349411
365,shimoda,34.6667,138.95,16.72,70,49,5.29,JP,1681349359
366,beloha,-25.1667,45.05,20.54,92,33,2.57,MG,1681349529
367,wufeng,27.45,104.8333,17.1,72,43,1.5,CN,1681349529
368,muli,2.9167,73.5667,28.06,76,15,3.87,MV,1681349529
369,cocorit,27.5833,-109.9667,26.19,24,100,3.43,MX,1681349530
370,parksville,49.3163,-124.3195,13.38,51,29,5.14,CA,1681349480
371,tuatapere,-46.1333,167.6833,13.4,82,91,3.98,NZ,1681349325
372,naze,28.3667,129.4833,21.51,67,0,6.09,JP,1681349530
373,porto walter,-8.2686,-72.7439,23.51,92,92,0.83,BR,1681349530
374,myitkyina,25.3833,97.4,29.03,23,0,1.0,MM,1681349530
375,nioro,13.35,-15.75,27.97,44,87,4.46,GM,1681349531
376,kosa,59.9445,54.9977,-0.04,98,100,2.77,RU,1681349531
377,bolobo,-2.1667,16.2333,22.49,89,100,0.83,CD,1681349531
378,kidal,18.4411,1.4078,28.79,9,93,2.2,ML,1681349532
379,ostrovnoy,68.0531,39.5131,-10.25,93,100,2.88,RU,1681349375
380,pathalgaon,22.5667,83.4667,30.1,15,7,0.7,IN,1681349532
381,santa maria,-29.6842,-53.8069,21.61,83,75,0.0,BR,1681349532
382,kargil,34.5667,76.1,-3.3,64,16,0.88,IN,1681349532
383,tabuk,17.4189,121.4443,29.37,70,87,1.01,PH,1681349532
384,abnub,27.2696,31.1511,14.12,34,0,2.24,EG,1681349533
385,lerwick,60.1545,-1.1494,6.0,84,24,7.23,GB,1681349533
386,lagoa,39.05,-27.9833,15.12,90,65,5.66,PT,1681349318
387,deputatskiy,69.3,139.9,-14.96,75,3,0.86,RU,1681349364
388,kallithea,37.95,23.7,15.38,62,20,1.34,GR,1681349534
389,santa marta,11.2408,-74.199,29.03,70,40,6.69,CO,1681349306
390,santa ines,-3.6667,-45.38,23.84,95,81,1.5,BR,1681349534
391,hattiesburg,31.3271,-89.2903,18.27,78,100,2.57,US,1681349415
392,oranjemund,-28.55,16.4333,12.94,89,15,2.3,NA,1681349399
393,baghdad,33.3406,44.4009,13.95,77,0,3.09,IQ,1681349535
394,araouane,18.9048,-3.5265,25.72,10,72,3.46,ML,1681349535
395,yasnogorsk,54.4803,37.6975,7.63,59,100,4.55,RU,1681349535
396,gat,31.61,34.7642,12.38,100,100,5.84,IL,1681349535
397,lubango,-14.9172,13.4925,15.92,94,75,1.54,AO,1681349536
398,bintulu,3.1667,113.0333,29.23,84,40,1.03,MY,1681349536
399,vestmanna,62.1564,-7.1664,5.51,81,75,3.6,FO,1681349468
400,saldanha,-33.0117,17.9442,15.03,78,100,1.92,ZA,1681349382
401,great bend,38.3645,-98.7648,25.07,38,0,10.29,US,1681349537
402,sao joao da barra,-21.6403,-41.0511,24.36,84,100,3.96,BR,1681349372
403,kuito,-12.3833,16.9333,14.47,98,100,1.36,AO,1681349537
404,la ronge,55.1001,-105.2842,7.14,36,75,3.09,CA,1681349439
405,sao felix do xingu,-6.6447,-51.995,22.11,97,57,0.35,BR,1681349538
406,bellavista,-7.0561,-76.5911,22.54,96,89,0.39,PE,1681349538
407,aykhal,66.0,111.5,-15.1,76,9,4.1,RU,1681349219
408,isangel,-19.55,169.2667,29.82,66,69,2.8,VU,1681349472
409,trofors,65.5333,13.4063,6.93,98,99,3.27,NO,1681349539
410,caravelas,-17.7125,-39.2481,24.2,88,100,1.32,BR,1681349346
411,babstovo,48.1167,132.4833,3.21,61,98,3.65,RU,1681349540
412,sola,-13.8833,167.55,28.46,74,91,3.73,VU,1681349397
413,matagalpa,12.9256,-85.9175,22.19,45,48,2.58,NI,1681349540
414,bor,56.3567,44.0669,1.96,59,39,1.41,RU,1681349541
415,tiksi,71.6872,128.8694,-21.05,99,97,2.16,RU,1681349310
416,tura,25.5198,90.2201,29.18,24,0,1.46,IN,1681349541
417,taree,-31.9,152.4667,21.79,66,64,3.92,AU,1681349542
418,pecos,31.4229,-103.4932,28.5,20,0,10.29,US,1681349381
419,gimli,50.6336,-96.9907,10.01,53,98,4.12,CA,1681349308
420,sokolo,14.7328,-6.1219,29.25,12,95,5.87,ML,1681349542
421,loreto,22.2667,-101.9667,22.64,23,87,2.57,MX,1681349380
422,east london,-33.0153,27.9116,20.03,60,100,4.06,ZA,1681349340
423,victoria point,-27.5833,153.3,29.89,33,0,1.34,AU,1681349543
424,waitati,-45.75,170.5667,12.67,87,100,2.87,NZ,1681349543
425,laguna,38.421,-121.4238,19.11,37,0,5.14,US,1681349424
426,praia,14.9215,-23.5087,22.3,78,40,3.6,CV,1681349544
427,kismayo,-0.3582,42.5454,27.43,75,99,4.16,SO,1681349544
428,valdepenas,38.7621,-3.3848,8.8,90,16,2.63,ES,1681349544
429,troitsko-pechorsk,62.7084,56.1964,-15.39,92,100,4.67,RU,1681349341
430,shumskiy,54.8318,99.1328,-0.02,37,47,2.29,RU,1681349545
431,atambua,-9.1061,124.8925,27.74,72,43,1.84,ID,1681349545
432,almeirim,-1.5233,-52.5817,23.23,97,43,1.03,BR,1681349545
433,sur,22.5667,59.5289,27.6,56,0,3.06,OM,1681349545
434,dedza,-14.3779,34.3332,13.65,98,100,1.18,MW,1681349545
435,kloulklubed,7.0419,134.2556,29.28,78,85,4.12,PW,1681349361
436,del rio,29.3627,-100.8968,28.06,29,0,5.14,US,1681349546
437,saint george,37.1041,-113.5841,25.33,18,0,5.14,US,1681349422
438,north bend,43.4065,-124.2243,8.95,66,0,4.12,US,1681349546
439,atchison,39.563,-95.1216,23.0,61,2,6.8,US,1681349546
440,ilhabela,-23.7781,-45.3581,22.23,87,3,1.61,BR,1681349547
441,avanigadda,16.0215,80.9181,30.15,58,0,2.46,IN,1681349547
442,scarborough,54.2797,-0.4044,4.88,87,13,1.34,GB,1681349463
443,pangkalanbuun,-2.6833,111.6167,29.97,64,99,2.6,ID,1681349548
444,olga,43.7444,135.2892,11.08,26,29,4.76,RU,1681349548
445,gobabis,-22.45,18.9667,18.8,28,52,2.64,NA,1681349548
446,gisborne,-38.6533,178.0042,18.84,70,35,4.69,NZ,1681349548
447,sawakin,19.1059,37.3321,23.44,63,5,6.85,SD,1681349549
448,emerald,-23.5333,148.1667,30.75,29,0,2.83,AU,1681349133
449,nakonde,-9.3421,32.745,15.05,98,100,1.62,ZM,1681349549
450,synya,65.3718,58.0387,-21.69,94,20,4.5,RU,1681349549
451,road town,18.4167,-64.6167,26.05,73,20,1.54,VG,1681349214
452,camacha,33.0833,-16.3333,15.68,72,20,3.6,PT,1681349550
453,hobyo,5.3505,48.5268,27.58,76,100,3.48,SO,1681349470
454,cozumel,20.5083,-86.9458,27.75,75,40,2.57,MX,1681349335
455,merauke,-8.4667,140.3333,27.36,78,100,2.6,ID,1681349551
456,san-pedro,4.7485,-6.6363,26.22,88,13,3.16,CI,1681349551
457,perleberg,53.0667,11.8667,6.03,88,22,3.33,DE,1681349551
458,bichura,50.5881,107.6022,-2.2,77,100,5.37,RU,1681349551
459,kampong thum,12.7111,104.8887,33.53,48,100,5.42,KH,1681349552
460,codo,-4.4553,-43.8856,24.14,86,90,1.2,BR,1681349552
461,severo-kurilsk,50.6789,156.125,0.06,97,100,11.8,RU,1681349552
462,iskateley,67.6803,53.1512,-25.43,100,47,1.71,RU,1681349552
463,atar,20.5169,-13.0499,24.9,56,10,1.61,MR,1681349553
464,zunheboto,25.9667,94.5167,23.55,22,0,0.51,IN,1681349553
465,rivadavia,-33.1905,-68.4608,13.84,55,100,6.54,AR,1681349346
466,hastings,50.8552,0.5729,8.21,36,100,11.76,GB,1681349553
467,cockburn town,21.4612,-71.1419,24.98,78,40,4.12,TC,1681349060
468,mamallapuram,12.6264,80.1722,27.25,63,0,3.37,IN,1681349554
469,orlik,52.5178,99.825,-10.01,64,6,1.77,RU,1681349554
470,awbari,26.5921,12.7805,16.6,15,73,4.17,LY,1681349554
471,lamu,-2.2717,40.902,27.12,76,49,2.98,KE,1681349554
472,touros,-5.1989,-35.4608,24.93,90,39,5.34,BR,1681349367
473,porto novo,6.4965,2.6036,26.97,84,68,2.65,BJ,1681349554
474,san felipe,10.3399,-68.7425,21.78,94,100,1.8,VE,1681349555
475,ballina,-28.8667,153.5667,25.43,38,22,5.59,AU,1681349555
476,jasper,37.2001,-94.3502,20.03,40,0,3.6,US,1681349555
477,muroto,33.2833,134.15,15.36,65,48,2.19,JP,1681349555
478,biak,-0.9131,122.8766,28.09,71,100,0.64,ID,1681349302
479,tazovskiy,67.4667,78.7,-16.44,94,100,7.18,RU,1681349556
480,novikovo,51.1537,37.8879,8.09,89,100,4.46,RU,1681349556
481,broome,42.2506,-75.833,19.23,55,0,3.86,US,1681349361
482,wamba,8.9333,8.6,26.2,55,12,0.99,NG,1681349556
483,walvis bay,-22.9575,14.5053,14.54,84,0,1.42,NA,1681349556
484,paka,4.6374,103.4368,27.96,89,20,0.0,MY,1681349557
485,honiara,-9.4333,159.95,29.48,70,41,2.05,SB,1681349362
486,nanortalik,60.1432,-45.2371,0.48,89,100,2.01,GL,1681349557
487,saint-denis,48.9167,2.3333,8.43,75,75,9.77,FR,1681349557
488,huarmey,-10.0681,-78.1522,24.95,80,100,3.62,PE,1681349458
489,oussouye,12.485,-16.5469,24.1,69,87,4.26,SN,1681349558
490,carmarthen,51.8555,-4.3054,7.96,71,20,10.8,GB,1681349558
491,mujiayingzi,42.1167,118.7833,15.36,18,67,4.5,CN,1681349558
492,grindavik,63.8424,-22.4338,1.26,86,0,3.6,IS,1681349369
493,tyukalinsk,55.8732,72.1967,2.53,76,16,3.79,RU,1681349558
494,san luis,-33.295,-66.3356,11.55,73,100,8.91,AR,1681349558
495,illela,13.7292,5.2975,26.94,12,38,5.68,NG,1681349559
496,hay river,60.8156,-115.7999,-4.01,68,20,4.12,CA,1681349559
497,marawi,7.9986,124.2928,28.31,50,1,0.86,PH,1681349559
498,panaba,21.2833,-88.2667,22.43,76,7,1.46,MX,1681349559
499,tongren,27.7172,109.1853,19.92,94,100,0.15,CN,1681349559
500,anadyr,64.75,177.4833,-18.72,71,0,4.0,RU,1681349414
501,kaseda,31.4167,130.3167,19.03,60,64,0.59,JP,1681349560
502,tecuala,22.3986,-105.4569,20.99,66,48,1.5,MX,1681349461
503,ngama,11.7833,17.1667,26.05,15,5,5.75,TD,1681349561
504,standerton,-26.9337,29.2415,10.89,84,95,1.59,ZA,1681349561
505,zharkent,44.1628,80.0,11.01,48,100,5.66,KZ,1681349561
506,cayenne,4.9333,-52.3333,25.02,94,75,1.54,GF,1681349408
507,markova,48.6758,24.4138,2.45,90,16,2.06,UA,1681349562
508,narrabri,-30.3167,149.7833,20.29,61,6,0.45,AU,1681349562
509,san antonio,29.4241,-98.4936,23.06,41,0,4.63,US,1681349464
510,adrar,20.5022,-10.0711,23.76,41,84,2.93,MR,1681349563
511,conchas,-23.0153,-48.0106,19.59,92,0,0.72,BR,1681349563
512,petrokamenskoye,57.716,60.6484,2.16,86,23,2.35,RU,1681349563
513,sakakah,29.9697,40.2064,11.76,57,0,5.42,SA,1681349563
514,cherskiy,68.75,161.3,-16.99,85,100,1.86,RU,1681349324
515,la tuque,47.4334,-72.7824,5.14,60,69,1.03,CA,1681349564
516,bathurst,-33.4166,149.5806,17.2,69,60,2.24,AU,1681349418
517,hovd,48.0056,91.6419,-3.83,50,15,0.81,MN,1681349564
518,labuhan,-6.8844,112.2051,27.8,77,100,2.3,ID,1681349564
519,edson,53.5835,-116.4356,5.08,52,20,4.63,CA,1681349564
520,wana,32.2989,69.5725,19.62,38,0,1.72,PK,1681349564
521,sweetwater,25.7634,-80.3731,22.79,97,40,3.6,US,1681349565
522,soyo,-6.1349,12.3689,24.77,83,100,2.12,AO,1681349565
523,fort nelson,58.8053,-122.7002,11.77,14,20,0.0,CA,1681349389
524,sanghar,26.0466,68.9481,28.9,24,96,0.81,PK,1681349565
525,apac,1.9756,32.5386,18.46,92,100,0.9,UG,1681349565
526,lasa,46.6166,10.7002,6.68,98,100,1.49,IT,1681349566
527,cassilandia,-19.1133,-51.7342,21.25,90,100,0.17,BR,1681349566
528,arys,42.4252,68.795,14.66,58,84,3.83,KZ,1681349566
529,puerto escondido,15.85,-97.0667,29.46,61,40,3.6,MX,1681349299
530,vuktyl,63.8567,57.3094,-16.1,82,96,5.12,RU,1681349567
531,olinda,-8.0089,-34.8553,26.85,78,40,4.12,BR,1681349444
532,sistranda,63.7256,8.834,7.98,79,70,13.64,NO,1681349567
533,norman wells,65.282,-126.8329,2.02,55,100,3.09,CA,1681349320
534,rujewa,-8.7,34.3833,17.69,90,42,2.31,TZ,1681349275
535,kasempa,-13.4584,25.8338,17.13,98,100,2.46,ZM,1681349568
536,ruston,32.5232,-92.6379,16.99,100,0,0.0,US,1681349534
537,souris,49.6172,-100.2612,5.92,69,84,3.44,CA,1681349568
538,nizhniy ingash,56.2,96.53,0.17,52,81,5.28,RU,1681349568
539,kodinsk,58.6881,99.1844,-2.86,78,99,5.23,RU,1681349568
540,yakima,46.4665,-120.6678,11.96,32,0,9.77,US,1681349318
541,moravita,45.2558,21.2703,1.02,100,97,1.03,RO,1681349569
542,kungsbacka,57.4872,12.0761,7.32,76,100,5.36,SE,1681349569
543,saint-joseph,-21.3667,55.6167,24.21,83,15,0.66,RE,1681349569
544,beringovskiy,63.05,179.3167,-15.42,84,100,5.05,RU,1681349349
545,umm kaddadah,13.6017,26.6876,22.4,19,83,9.43,SD,1681349570
546,taki,22.5861,88.9214,29.97,33,0,1.75,IN,1681349308
547,tautira,-17.7333,-149.15,26.84,74,17,5.41,PF,1681349570
548,natal,-5.795,-35.2094,26.36,88,75,3.09,BR,1681348874
549,abbeville,50.1,1.8333,9.98,86,100,10.97,FR,1681349570
550,ocos,14.5094,-92.1933,29.1,65,100,2.39,GT,1681349571
551,altay,47.8667,88.1167,-1.48,60,29,1.9,CN,1681349571
552,gigmoto,13.7796,124.39,28.23,73,100,4.43,PH,1681349571
553,hamilton,39.1834,-84.5333,20.47,48,0,2.57,US,1681349205
554,paita,-5.0892,-81.1144,26.89,78,87,5.06,PE,1681349572
555,okhotsk,59.3833,143.3,-4.63,76,19,1.1,RU,1681349573
556,sortland,68.6949,15.4162,6.98,75,19,2.22,NO,1681349573
557,egvekinot,66.3167,-179.1667,-15.53,74,100,1.51,RU,1681349440
558,ilo,-17.6394,-71.3375,21.08,83,47,1.44,PE,1681349573
559,amberieu-en-bugey,45.9589,5.3432,6.99,91,21,0.91,FR,1681349574
560,coahuayana,18.7333,-103.6833,22.26,75,62,0.88,MX,1681349574
561,brookings,44.3114,-96.7984,25.19,68,0,6.69,US,1681349574
562,honningsvag,70.9821,25.9704,-0.14,64,7,4.63,NO,1681349377
563,peniche,39.3558,-9.3811,13.39,63,95,9.42,PT,1681349443
564,hatillo,18.4863,-66.8254,26.96,87,9,1.34,PR,1681349574
